Review_id,Film_id,Comment
278,tt5783956,"{'imdb_id': 'tt5783956', 'comentarios': [{'review': 'Awesome movie!', 'rating': '10/10'}, {'review': 'Exactly what you are expecting', 'rating': '10/10'}, {'review': 'Exceeded expectations', 'rating': '7/10'}, {'review': 'When We First Met (2018)', 'rating': '7/10'}, {'review': 'Is What You Want Really What You Want?', 'rating': '8/10'}, {'review': 'Charming', 'rating': '9/10'}, {'review': 'Groundhog day, with a twist', 'rating': '8/10'}, {'review': 'Wholesome FeelGood RomCom', 'rating': '9/10'}, {'review': 'A sweet film', 'rating': '9/10'}, {'review': 'This is surprisingly good!', 'rating': '9/10'}, {'review': 'Nothing to fault. Excellent film, good cast.', 'rating': '7/10'}, {'review': 'Feel good, sweet and funny movie', 'rating': '8/10'}, {'review': 'Delivers without trying to show off', 'rating': '7/10'}, {'review': 'Really good.', 'rating': '6/10'}, {'review': 'Met expectations', 'rating': '10/10'}, {'review': 'Unknowingly exactly what i wanted.', 'rating': '10/10'}, {'review': 'Perfect combination of science, comedy and emotions', 'rating': '8/10'}, {'review': 'Great theme, concept and execution!', 'rating': '10/10'}, {'review': 'Loved it!', 'rating': '9/10'}, {'review': 'Surprisingly a heart felt Comedy', 'rating': '10/10'}, {'review': 'Amazing', 'rating': '9/10'}, {'review': 'A hilarious, delightful movie with a surprise twist at the end', 'rating': '8/10'}, {'review': ""When You First Watch This... You'll Fall In Love"", 'rating': '4/10'}, {'review': ""It's Kind of Like Groundhog Day, but Worse"", 'rating': '6/10'}, {'review': 'Adam Devine what do you expect.', 'rating': 'Sin calificación'}]}"
279,tt3907584,"{'imdb_id': 'tt3907584', 'comentarios': [{'review': 'Pain Is Inevitable...Suffering Is Optional', 'rating': '7/10'}, {'review': 'A spectacular movie', 'rating': '9/10'}, {'review': 'so....read this up.', 'rating': '8/10'}, {'review': 'Deeply moving', 'rating': '10/10'}, {'review': 'People who call him selfish have never experienced deep depression and trauma', 'rating': '7/10'}, {'review': 'Similar to The Fault In Our Stars meets 13 Reasons Why', 'rating': '6/10'}, {'review': 'A deeply sad but incomplete film.', 'rating': '5/10'}, {'review': 'they had so much but they gave too little', 'rating': '9/10'}, {'review': ""One of the best movies I've seen."", 'rating': '4/10'}, {'review': 'Just not good', 'rating': '10/10'}, {'review': 'Beautiful movie.', 'rating': '3/10'}, {'review': 'All the Bright Places', 'rating': '4/10'}, {'review': 'Something is missing', 'rating': '3/10'}, {'review': 'Terrible Writing', 'rating': '2/10'}, {'review': 'All the dark places', 'rating': '3/10'}, {'review': ""Don't want to be that person but - READ THE BOOK"", 'rating': '8/10'}, {'review': 'Stop comparing jeeeez', 'rating': '4/10'}, {'review': 'JUST YOUR AVERAGE TEENAGE MELODRAMA...', 'rating': '5/10'}, {'review': 'Trying too hard... thus artificial and awkward', 'rating': '4/10'}, {'review': 'All the Same Places', 'rating': '8/10'}, {'review': 'Make your place bright', 'rating': '8/10'}, {'review': 'A small classic among teen love stories', 'rating': '9/10'}, {'review': 'Tragically beautiful', 'rating': '5/10'}, {'review': 'Hollow', 'rating': '7/10'}, {'review': 'I enjoyed this more than the book', 'rating': 'Sin calificación'}]}"
280,tt3155342,"{'imdb_id': 'tt3155342', 'comentarios': [{'review': 'A fine Netflix addition to teen coming of age films.', 'rating': '8/10'}, {'review': 'A fun feel-good emotional roller coaster teen drama', 'rating': '10/10'}, {'review': 'AMAZING FEEL GOOD MOVIE!', 'rating': '9/10'}, {'review': 'Heartbreaking and Beautiful', 'rating': '8/10'}, {'review': 'gosh, a drama that you can like', 'rating': '6/10'}, {'review': 'AVERAGE TO GOOD', 'rating': '8/10'}, {'review': 'Heartwarming story', 'rating': '6/10'}, {'review': 'Sorta like hard to believe, but has a good message.', 'rating': '6/10'}, {'review': 'Friends', 'rating': '9/10'}, {'review': 'A bittersweet tale of deserving satisfaction', 'rating': '4/10'}, {'review': 'Great message. Weak story.', 'rating': '9/10'}, {'review': 'Emotional and heartwarming at the end', 'rating': '9/10'}, {'review': 'whatever life brings us, never lose hope', 'rating': '8/10'}, {'review': 'A Refreshing Rags to Riches Story', 'rating': '6/10'}, {'review': 'Feel good emotional story dragged by some performances and dull direction.', 'rating': '6/10'}, {'review': 'Highly flawed, yet compelling', 'rating': '10/10'}, {'review': 'A short and moving story', 'rating': '5/10'}, {'review': 'ugh', 'rating': '4/10'}, {'review': 'Gross Feeling!', 'rating': '10/10'}, {'review': 'Beautiful Story!', 'rating': '7/10'}, {'review': 'Beautiful message', 'rating': '7/10'}, {'review': 'The pieces of my heart need to come back all together NOW', 'rating': '10/10'}, {'review': ""One of the Best Netflix Films I've seen!!!"", 'rating': '8/10'}, {'review': 'A good heartwarming story.', 'rating': '1/10'}, {'review': 'More Ugh!', 'rating': 'Sin calificación'}]}"
281,tt9310328,"{'imdb_id': 'tt9310328', 'comentarios': [{'review': 'Kovac Gets Around', 'rating': '6/10'}, {'review': 'I doubt even fans of the show (which I am) will like this very much', 'rating': '5/10'}, {'review': 'Good animation quality but poor story quality', 'rating': '5/10'}, {'review': 'Better than Altered Carbon Season 2', 'rating': '8/10'}, {'review': 'Great Animation with Mediocre Story.', 'rating': '9/10'}, {'review': 'Well, it was an anime...', 'rating': '3/10'}, {'review': 'Superficially Altered Carbon, all the anime cliches', 'rating': '3/10'}, {'review': 'Excellent animation', 'rating': '7/10'}, {'review': 'Mediocre Anime at best.', 'rating': '4/10'}, {'review': 'An enjoyable anime prequel to the TV series', 'rating': '8/10'}, {'review': 'Great Visuals, But Lacking a Good Story', 'rating': '6/10'}, {'review': 'So boring I gave up half way', 'rating': '2/10'}, {'review': 'great animation, bad storyboard', 'rating': '3/10'}, {'review': 'Sucks', 'rating': '6/10'}, {'review': 'Good action, beautiful scnes, shallow story, emotionless characters', 'rating': '5/10'}, {'review': 'Mediocre Story. Altered Carbon Series is much more than this', 'rating': '5/10'}, {'review': 'Dreadful', 'rating': '7/10'}, {'review': 'Altered (Anime) Carbon', 'rating': '4/10'}, {'review': 'altered carbon resleeved', 'rating': '5/10'}, {'review': 'Typical Anime', 'rating': '7/10'}, {'review': 'The colorful and brutal action in Yakuza world', 'rating': '5/10'}, {'review': 'dumb, blood-soaked thing that has little to do with the series', 'rating': '4/10'}, {'review': 'This is not Altered Carbon!', 'rating': '6/10'}, {'review': 'Weak sauce animation style... and too little action', 'rating': '7/10'}, {'review': 'makes me want to see more altered carbon', 'rating': 'Sin calificación'}]}"
282,tt9817308,"{'imdb_id': 'tt9817308', 'comentarios': [{'review': 'entertaining but nothing bew', 'rating': '8/10'}, {'review': 'This guy is only a legend in his own mind', 'rating': '10/10'}, {'review': 'What not giving up eventually leads to!', 'rating': 'Sin calificación'}]}"
283,tt10243678,"{'imdb_id': 'tt10243678', 'comentarios': [{'review': 'Abhay Deol : The Road less taken', 'rating': '10/10'}, {'review': 'Excellent', 'rating': '9/10'}, {'review': 'Little Treat', 'rating': '6/10'}, {'review': 'quirky, off-beat and un-Bollywood-y Hindi film', 'rating': '7/10'}, {'review': 'Physical manifestation of a shoddy script', 'rating': '2/10'}, {'review': 'Entertaining and great change of pace', 'rating': '9/10'}, {'review': 'A very well attempt', 'rating': '8/10'}, {'review': ""This movie should've been a short film"", 'rating': '3/10'}, {'review': 'Chopsticks Review', 'rating': '6/10'}, {'review': 'Netflix, please make more of such cinema.', 'rating': '9/10'}, {'review': 'Simple and Soothing', 'rating': '7/10'}, {'review': ""Don't Miss this , A completely different experience"", 'rating': '9/10'}, {'review': ""A Comedy that's not a Comic Relief"", 'rating': '4/10'}, {'review': 'Not a typical Bollywood movie.', 'rating': '2/10'}, {'review': 'Simple, Warm & Clean', 'rating': '7/10'}, {'review': 'Good/Average its all about taste but not one of the best.', 'rating': '6/10'}, {'review': 'Totally pathetic movie', 'rating': '1/10'}, {'review': 'The girl, the con- man and a goat', 'rating': '6/10'}, {'review': 'Nice story and casting...', 'rating': '6/10'}, {'review': 'Great attempt with some minor story pot holes', 'rating': '8/10'}, {'review': 'Even 1 star seems too much for this movie', 'rating': '1/10'}, {'review': 'Refreshing movie with sarcasm', 'rating': '9/10'}, {'review': 'Poor direction and background music', 'rating': '3/10'}, {'review': 'Something Different', 'rating': '8/10'}, {'review': ""That's how you get a great cast to do bad acting"", 'rating': '2/10'}]}"
284,tt9777644,"{'imdb_id': 'tt9777644', 'comentarios': [{'review': 'A mixed bag of feelings', 'rating': '5/10'}, {'review': 'So Much Promise....', 'rating': '6/10'}, {'review': 'overrated by the media critics', 'rating': '5/10'}, {'review': 'Maybe just not be rated...', 'rating': '6/10'}, {'review': 'Da Mess; Da Length; Da Lack of Judicious Editing', 'rating': '6/10'}, {'review': 'Spike Lee is both the best thing and the worst thing about this movie', 'rating': '8/10'}, {'review': 'Good morning, Vietnam.', 'rating': '7/10'}, {'review': 'Great performances, pretty decent plot with a strong theme but overlong slow running time.', 'rating': '8/10'}, {'review': 'Deep Scars & Unhealed Wounds...', 'rating': '7/10'}, {'review': 'Da Spike Lee joint.', 'rating': '4/10'}, {'review': 'Did I watch a different film to the critics?', 'rating': '9/10'}, {'review': ""Not Lee's best but still very moving and important"", 'rating': '7/10'}, {'review': 'An urgent and important film on racism and War Veterans.', 'rating': '1/10'}, {'review': 'I wanted to like this movie but... the bad reviews are all correct', 'rating': '7/10'}, {'review': 'Could of been good but loaded with boring cliches', 'rating': '7/10'}, {'review': 'Brace Yourself', 'rating': '9/10'}, {'review': 'Empty movie', 'rating': '7/10'}, {'review': 'They got five on it', 'rating': '9/10'}, {'review': 'Too Long', 'rating': '7/10'}, {'review': 'A Spike Lee Vietnam Joint', 'rating': '4/10'}, {'review': 'Da Spike Lee!', 'rating': '9/10'}, {'review': 'A Spike Lee Disjoint', 'rating': '7/10'}, {'review': 'A Spike Lee Joint for the Ages', 'rating': '3/10'}, {'review': 'Black Lives Matter!!', 'rating': 'Sin calificación'}, {'review': 'Da 5 Bloods', 'rating': 'Sin calificación'}]}"
285,tt14299926,"{'imdb_id': 'tt14299926', 'comentarios': [{'review': ""Dolly is incredible, this isn't."", 'rating': '1/10'}, {'review': 'I love Dolly!!', 'rating': '5/10'}, {'review': 'DOLLY PARTON! A Queen of all!', 'rating': '10/10'}, {'review': 'Disappointed', 'rating': '1/10'}, {'review': 'Disappointing', 'rating': '5/10'}]}"
286,tt8580274,"{'imdb_id': 'tt8580274', 'comentarios': [{'review': 'I found myself tearing up over a film that (on the surface) seemed rather average...', 'rating': '8/10'}, {'review': 'Honestly, better than I expected', 'rating': '8/10'}, {'review': 'Jaja Ding Dong!', 'rating': '7/10'}, {'review': ""Can't believe I had tears in my eyes!"", 'rating': '7/10'}, {'review': 'Extraordinary!', 'rating': '7/10'}, {'review': 'Beautiful...', 'rating': '7/10'}, {'review': 'Enjoyable Will Ferrell Netflix romp.', 'rating': '7/10'}, {'review': ""Doesn't take itself too seriously"", 'rating': '9/10'}, {'review': 'Euro-fun! A feel-good and funny movie.', 'rating': '7/10'}, {'review': ""Americans won't get it"", 'rating': '5/10'}, {'review': 'Lighthearted Fun That Goes On and On...', 'rating': '10/10'}, {'review': ""I don't get the 1's"", 'rating': '7/10'}, {'review': 'Great music, just not Will', 'rating': '5/10'}, {'review': 'a mixed bag', 'rating': '7/10'}, {'review': 'What a joy', 'rating': '7/10'}, {'review': 'Fire Saga: The Story of European Idol', 'rating': '7/10'}, {'review': 'Better than the actual contest', 'rating': '7/10'}, {'review': 'Camp, Daft, Catchy!', 'rating': '9/10'}, {'review': ""Couldn't stop smiling at the happy madness of it all"", 'rating': '7/10'}, {'review': 'Great fun', 'rating': '4/10'}, {'review': 'Not that funny', 'rating': '10/10'}, {'review': 'Wow', 'rating': '7/10'}, {'review': 'A joyful and feel good watch once in a while', 'rating': '5/10'}, {'review': 'Fire Saga...', 'rating': '7/10'}, {'review': 'Escapism', 'rating': 'Sin calificación'}]}"
287,tt3748172,"{'imdb_id': 'tt3748172', 'comentarios': [{'review': 'Made with infinite class', 'rating': '8/10'}, {'review': 'Superb Stephen King Adaptation, But An Ending I Found Silly Detracted From It', 'rating': '7/10'}, {'review': '"" \'cause everybody\'s got a little corner in there somewhere.""', 'rating': '7/10'}, {'review': ""Gugino's acting was terrific. The creepiness of isolation and immobilization perfectly captured."", 'rating': '7/10'}, {'review': 'Successfully captures the feel of a Stephen King', 'rating': '7/10'}, {'review': 'Imaginative, but a bit too slow.', 'rating': '5/10'}, {'review': 'Unnerves and unsettles', 'rating': '10/10'}, {'review': 'Tremendously Captures Exactly What The Book Intended To Convey', 'rating': '2/10'}, {'review': 'Am I the only one?', 'rating': '8/10'}, {'review': 'Beautiful film!', 'rating': '5/10'}, {'review': 'Lifetime movie invades horror movie', 'rating': '4/10'}, {'review': 'If only she would have tried to escape...', 'rating': '10/10'}, {'review': 'Contains all the pain and heart of the novel', 'rating': '7/10'}, {'review': ""Don't know about the novel, but I found Flanagan's crafting to be excellent! [+69%]"", 'rating': '4/10'}, {'review': 'KING NOT AT HIS BEST...!', 'rating': '2/10'}, {'review': 'Bad adaptation of a bad book', 'rating': '6/10'}, {'review': 'Okay, but not great', 'rating': '4/10'}, {'review': 'A Stephen King soap opera', 'rating': '8/10'}, {'review': '""Gerald\'s Game""- A fascinating and gripping tale of suspense that takes hold and never lets go despite a shaky and questionable finale...', 'rating': '8/10'}, {'review': ""Gerald's Game was surprisingly more introspective and less gruesome than I imagined."", 'rating': '8/10'}, {'review': 'In the name of love', 'rating': '1/10'}, {'review': 'my notes', 'rating': '7/10'}, {'review': 'Extremely accurate and faithful to the novel', 'rating': '2/10'}, {'review': 'Hard to sit through, horrible ending', 'rating': '1/10'}, {'review': 'What a mess', 'rating': 'Sin calificación'}]}"
288,tt8508734,"{'imdb_id': 'tt8508734', 'comentarios': [{'review': ""Better than a good chunk of Netflix's offerings in the horror genre! [+62%]"", 'rating': '6/10'}, {'review': 'His House', 'rating': '6/10'}, {'review': 'Wow, incredible performances!', 'rating': '7/10'}, {'review': 'His House', 'rating': '7/10'}, {'review': 'Decent physiological horror', 'rating': '7/10'}, {'review': 'Sundance Film Festival', 'rating': '7/10'}, {'review': ""There's a twist."", 'rating': '7/10'}, {'review': 'Chilling And Moving', 'rating': '9/10'}, {'review': 'A smart thriller more about immigration and guilt than scares.', 'rating': '7/10'}, {'review': 'A decent stab at urban horror', 'rating': '5/10'}, {'review': 'A messy combination of jump scares and social commentary', 'rating': '8/10'}, {'review': 'Not what I was expecting', 'rating': '6/10'}, {'review': 'His House', 'rating': '5/10'}, {'review': '5', 'rating': '6/10'}, {'review': 'One Of The Better Horror Entries In Netflix Canon.', 'rating': '7/10'}, {'review': 'Like so many horror films...', 'rating': '6/10'}, {'review': 'Very good movie, on multiple levels', 'rating': '7/10'}, {'review': ""It's not bad at all. Could be better though"", 'rating': '9/10'}, {'review': 'More drama than horror, but still good.', 'rating': '6/10'}, {'review': ""Who's House?"", 'rating': '3/10'}, {'review': 'Great beginning then 🤔', 'rating': '8/10'}, {'review': 'Underachiever', 'rating': '7/10'}, {'review': 'Nice surprise', 'rating': '4/10'}, {'review': 'Good and almost original', 'rating': 'Sin calificación'}, {'review': ""Well acted with a nice twist but it ain't a horror film. It aint a slow burner too which is a good thing."", 'rating': 'Sin calificación'}]}"
289,tt7736496,"{'imdb_id': 'tt7736496', 'comentarios': [{'review': 'A treat for your eyes and your soul.', 'rating': '10/10'}, {'review': ""Lighten up...it's magical!"", 'rating': '9/10'}, {'review': ""What is wrong with all the haters? It's lovely"", 'rating': '10/10'}, {'review': 'Nice, high-quality Broadway-style musical fantasy for the holidays! :-)', 'rating': '7/10'}, {'review': 'Broadway production plus the magic of CGI and filmmaking', 'rating': '10/10'}, {'review': 'Enjoyable festive fantasy spoiled by shoddy sound editing', 'rating': '7/10'}, {'review': 'Negative Reviews Are People with NO Imagination', 'rating': '7/10'}, {'review': ""Good visuals and music but story doesn't make sense"", 'rating': '10/10'}, {'review': ""Jingle Jangle all day y'all!!!"", 'rating': '8/10'}, {'review': 'A Cinematic Spectacle', 'rating': '8/10'}, {'review': 'Oh What Fun...', 'rating': '9/10'}, {'review': 'Hallmark found dead in a ditch.', 'rating': '5/10'}, {'review': 'All shimmer, no shine', 'rating': '10/10'}, {'review': 'Magical Christmas Musical', 'rating': '10/10'}, {'review': '""The magic isn\'t just in what you\'ve lost. It\'s in what you still have.""', 'rating': '10/10'}, {'review': 'Magical Christmas movie', 'rating': '10/10'}, {'review': 'A drama musical film with good songs! Bravo', 'rating': '10/10'}, {'review': 'Great music and talented singers!', 'rating': '6/10'}, {'review': 'Predictable but fun', 'rating': '6/10'}, {'review': 'Kids fell asleep... 2 hours is just too long', 'rating': '4/10'}, {'review': 'Visually stunning but trying waaaaay too hard', 'rating': '9/10'}, {'review': 'Almost excellent.', 'rating': '10/10'}, {'review': 'A very merry Jangle Christmas', 'rating': '6/10'}, {'review': 'Colours & Tinsels Galore - BUT Fails to Connect', 'rating': '6/10'}, {'review': 'Not sure what to think.', 'rating': 'Sin calificación'}]}"
290,tt9204606,"{'imdb_id': 'tt9204606', 'comentarios': [{'review': 'Tedious use of screen time', 'rating': '5/10'}, {'review': 'Interesting but bad executed', 'rating': '6/10'}, {'review': '40 minutes and they accomplished nothing', 'rating': '5/10'}, {'review': 'Fascinating subject matter', 'rating': '5/10'}, {'review': 'Very questionable syndrome', 'rating': '1/10'}, {'review': 'Wish it was more in depth', 'rating': '8/10'}, {'review': 'It felt almost too absurd to be real', 'rating': '4/10'}, {'review': 'Seems fishy', 'rating': '3/10'}, {'review': 'Expected much more', 'rating': '6/10'}, {'review': 'Excellent', 'rating': '9/10'}, {'review': 'good documentary for an inquisitive mind', 'rating': '10/10'}, {'review': 'The truth behind the ""syndrome""', 'rating': '1/10'}, {'review': 'Heartbreaking', 'rating': '1/10'}, {'review': 'Strange, no explanation, just odd', 'rating': '6/10'}, {'review': ""This 'Syndrome' looks completely fake"", 'rating': '7/10'}, {'review': 'Stunning piece of work', 'rating': '8/10'}, {'review': 'Haunting', 'rating': '4/10'}, {'review': 'Slow', 'rating': '7/10'}, {'review': 'a must watch documentary about a strange psychological illness', 'rating': '8/10'}, {'review': 'Fascinating and Tragic', 'rating': 'Sin calificación'}]}"
291,tt8439854,"{'imdb_id': 'tt8439854', 'comentarios': [{'review': 'Capsule Review: Lust Stories (4 Stars)', 'rating': '4/10'}, {'review': 'Drab!!', 'rating': '5/10'}, {'review': 'Repetitive, unidirectional and boring', 'rating': '4/10'}, {'review': 'It should be called No Stories, Just a few sex scenes.', 'rating': '1/10'}, {'review': 'Nonsense', 'rating': '1/10'}, {'review': 'A breath of fresh air', 'rating': '7/10'}, {'review': 'Not for everyone', 'rating': '7/10'}, {'review': 'OK but what is the point of the whole movie?', 'rating': '2/10'}, {'review': ""A women's desire is more than just having children!"", 'rating': '9/10'}, {'review': 'ghanta stories', 'rating': '1/10'}, {'review': 'How much do these directors pay the producers to make these crap?', 'rating': '1/10'}, {'review': 'Nothing but hot air', 'rating': '3/10'}, {'review': 'Much Ado About Nothing', 'rating': '5/10'}, {'review': 'Staring at a wall for 2 hours would have been worth it', 'rating': '5/10'}, {'review': ""It's all about hurting the one you love"", 'rating': '1/10'}, {'review': 'One to avoid', 'rating': '1/10'}, {'review': ""'Lust Stories' review: This honest anthology on human desire is a must-watch"", 'rating': '6/10'}, {'review': 'The many shades of lust', 'rating': '8/10'}, {'review': 'An Entertaining Anthology!', 'rating': '6/10'}, {'review': 'Lust Stories', 'rating': '5/10'}, {'review': 'Acting is abysmal, please stop boring us!', 'rating': '1/10'}, {'review': 'Stories from porn categories', 'rating': '1/10'}, {'review': ""Not what you'd expect from continuous YouTube adverts."", 'rating': '1/10'}, {'review': 'We need these kinds of stories more than ever', 'rating': '8/10'}, {'review': 'Superb acting and story', 'rating': '9/10'}]}"
292,tt0340855,"{'imdb_id': 'tt0340855', 'comentarios': [{'review': 'Gripping but incredibly depressing', 'rating': '9/10'}, {'review': 'How can you show any humanity if nobody has ever shown you any?', 'rating': '8/10'}, {'review': 'Lying Down With Dogs.', 'rating': '8/10'}, {'review': 'About as bleak and depressing as they get, but in no way a bad movie', 'rating': '8/10'}, {'review': 'She Never Had a Chance', 'rating': '9/10'}, {'review': 'I knew Aileen.', 'rating': '10/10'}, {'review': 'The story of Aileen Wuornos told with chills and tenderness, Theron has never been better', 'rating': '9/10'}, {'review': 'Incredible and surprising performance from Theron', 'rating': '9/10'}, {'review': 'Extraordinary performances.', 'rating': '10/10'}, {'review': 'Definitely worth seeing', 'rating': '8/10'}, {'review': 'Gripping and Tragic', 'rating': '7/10'}, {'review': 'A Sordid Life: Aileen Wuornos', 'rating': '10/10'}, {'review': ""Theron's Performance Makes It Worth A Look"", 'rating': '8/10'}, {'review': 'Grim Portrait Of A Sad, Wasted Life', 'rating': '8/10'}, {'review': 'For once the Academy got it right!', 'rating': '10/10'}, {'review': 'Unpleasant and very little fun to watch but, despite some slips, it is a strong film and fair dramatisation of the story that is tragic, depressing and has nothing that will uplift you in any way', 'rating': '8/10'}, {'review': 'O What a Wonderully Done Monster! ***', 'rating': '9/10'}, {'review': 'Hard and bleak story', 'rating': '8/10'}, {'review': ""Black day for Hollywood if she doesn't win the Oscar"", 'rating': '9/10'}, {'review': 'Brilliant film; extraordinary, moving performance', 'rating': '9/10'}, {'review': 'horrifically disturbing movie', 'rating': 'Sin calificación'}, {'review': 'A Different Kind of Love Story', 'rating': 'Sin calificación'}, {'review': 'Very effective', 'rating': 'Sin calificación'}, {'review': 'What A Serial Killer Did For Love', 'rating': 'Sin calificación'}, {'review': 'Excellent', 'rating': 'Sin calificación'}]}"
293,tt2850272,"{'imdb_id': 'tt2850272', 'comentarios': [{'review': 'Some people miss the point', 'rating': '6/10'}, {'review': 'Reasonable Doubt', 'rating': '6/10'}, {'review': 'There are good and bad people just as there are good and bad decisions', 'rating': '6/10'}, {'review': 'Familiar story with a very interesting execution', 'rating': '7/10'}, {'review': 'Complicit..', 'rating': '7/10'}, {'review': 'Perception', 'rating': '8/10'}, {'review': 'Underrated!', 'rating': '10/10'}, {'review': ""Monster offers a captivating trial with exceptional performances, but that isn't enough to overcome its issues regarding the characters treatment and the case's verdict."", 'rating': '5/10'}, {'review': 'Duality of black people', 'rating': '7/10'}, {'review': 'Standing on your own truth', 'rating': '6/10'}, {'review': 'Beautiful, reflective and representative...', 'rating': '9/10'}, {'review': 'NO HUMAN...!', 'rating': '9/10'}, {'review': 'Great performances on a powerful plot', 'rating': '6/10'}, {'review': 'Thought Provoking', 'rating': '7/10'}, {'review': ""Skip it, or don't, will make no difference whatsoever."", 'rating': '2/10'}, {'review': 'WEAK', 'rating': '10/10'}, {'review': 'Outstanding cinematic experience', 'rating': '7/10'}, {'review': 'If for no one else, the film does its author justice.', 'rating': '7/10'}, {'review': 'It can be there', 'rating': '7/10'}, {'review': ""I'm a monster?"", 'rating': '9/10'}, {'review': 'Compelling & Superbly Done', 'rating': '8/10'}, {'review': 'Superb! Must Watch.', 'rating': '8/10'}, {'review': 'Liked it very much', 'rating': '10/10'}, {'review': 'Most Beautiful', 'rating': '2/10'}, {'review': 'I was bored', 'rating': 'Sin calificación'}]}"
294,tt2388771,"{'imdb_id': 'tt2388771', 'comentarios': [{'review': ""This ain't your Disney Jungle Book, and that's wild"", 'rating': '10/10'}, {'review': 'Much better than the Disney version in my opinion.', 'rating': '8/10'}, {'review': 'Andy Serkis is the most underrated talent in Hollywood!!!', 'rating': '8/10'}, {'review': 'Totally loved it!', 'rating': '9/10'}, {'review': ""Close To Beating Faverau's Version"", 'rating': '8/10'}, {'review': 'lush jungle, terrific voices', 'rating': '7/10'}, {'review': 'Different from the Disney´s Version', 'rating': '7/10'}, {'review': 'Never been so excited to watch Jungle Book or its Re-telling', 'rating': '9/10'}, {'review': 'Could be better', 'rating': '6/10'}, {'review': 'Great', 'rating': '6/10'}, {'review': ""Isn't Realised To Its Full Potential"", 'rating': '10/10'}, {'review': 'Disney take note', 'rating': '9/10'}, {'review': ""I'm an Indian and I loved it"", 'rating': '10/10'}, {'review': ""CGI, darker themes sever 'Mowgli: Legend of the Jungle' from Disney classic"", 'rating': '7/10'}, {'review': ""Entertaining, but it's missing something"", 'rating': '3/10'}, {'review': ""Better watch Wolfgang Reitherman's 1967 animated Jungle Book or wait for Jon Favreau's sequel."", 'rating': '10/10'}, {'review': 'Loved it!', 'rating': '10/10'}, {'review': 'Incredibly Well Done', 'rating': '7/10'}, {'review': 'Bhoot', 'rating': '8/10'}, {'review': 'Dark, Beautiful, and new!', 'rating': '10/10'}, {'review': 'truly awesome', 'rating': '4/10'}, {'review': 'Wasted Potential', 'rating': '7/10'}, {'review': 'Darker and grittier Jungle Book tale.', 'rating': '6/10'}, {'review': 'Great potential, poor execution', 'rating': '6/10'}, {'review': 'A Brutal, Darker, and Flawed Version of The Jungle Book', 'rating': 'Sin calificación'}]}"
295,tt10728764,"{'imdb_id': 'tt10728764', 'comentarios': [{'review': 'Beautiful...', 'rating': '8/10'}, {'review': 'A cautionary tale', 'rating': '8/10'}, {'review': 'Being', 'rating': '7/10'}, {'review': 'A Lovely Exploration of a Tortured Soul', 'rating': '8/10'}, {'review': 'Lovely', 'rating': '8/10'}, {'review': 'Good movie', 'rating': '7/10'}, {'review': ""If you can't relate to the main character then..."", 'rating': '8/10'}, {'review': 'Everbody has to know this film is here', 'rating': '8/10'}, {'review': 'A parsimonious drama', 'rating': '7/10'}, {'review': 'We need an avalanche of movies like this!', 'rating': '8/10'}, {'review': ""Everybody love Nobody's direction"", 'rating': '9/10'}, {'review': 'Little Gem Of a Movie', 'rating': '8/10'}, {'review': 'Beautiful drama of regret and redemption set in Chile.', 'rating': '7/10'}, {'review': 'The film ended just when I thought it would get better :(', 'rating': '6/10'}, {'review': 'Not bad, could have been better.', 'rating': '8/10'}, {'review': 'An interesting story about ""fame"".', 'rating': '7/10'}, {'review': 'Very good film', 'rating': '4/10'}, {'review': 'So much potential...', 'rating': '4/10'}, {'review': 'Hoped It Would Be Better', 'rating': '7/10'}, {'review': 'Beautiful slow-paced poetry.', 'rating': '5/10'}, {'review': 'Good idea wasted', 'rating': '9/10'}, {'review': 'A brave quest for a lost self.', 'rating': '10/10'}, {'review': 'A little slow, but nothing short of a masterpiece.', 'rating': '4/10'}, {'review': 'Interesting premise, but...', 'rating': '8/10'}, {'review': 'beautifully portrayed', 'rating': 'Sin calificación'}]}"
